Deep Space Network Station (DSN),Year,DOY,Time_Minute,Dew Point (°C),Surface Air Temp (°C),Surface pressure (mB),Water Partial Pressure (mB),Relative Humidity (%)
60,2019,4,1100,-0.1,9.1,940.8,6.2,53
60,2019,4,1130,-0.4,9.3,940.7,6,51
60,2019,4,1200,-0.2,10.4,940.4,6.1,48
60,2019,4,1230,-1.1,11,940.2,5.8,43
60,2019,4,1300,-2.7,11.7,940,5.1,37
60,2019,4,1330,-2.2,12,939.6,5.3,37
60,2019,4,1400,-2.2,12.3,939.5,5.3,37
60,2019,4,1430,-2.2,12.4,939.6,5.3,36
60,2019,4,1500,-1.5,12.4,939.8,5.6,38
60,2019,4,1530,-1.3,12.1,940,5.7,40
60,2019,4,1600,-0.2,11.6,940.1,6.1,44
60,2019,4,1630,-0.2,10,940.3,6.1,49
60,2019,4,1700,0.4,8.2,940.5,6.4,58
60,2019,4,1730,0.3,6.3,940.7,6.3,65
60,2019,4,1800,-0.2,5.5,940.7,6.1,67
60,2019,4,1830,-0.5,5.5,941,5.9,65
60,2019,4,1900,-1.3,6,941.1,5.6,60
60,2019,4,1930,-1.2,5.8,941.2,5.7,61
60,2019,4,2000,-1.6,5.2,941.7,5.5,62
60,2019,4,2030,-2,5.4,941.8,5.3,59
60,2019,4,2100,-2.1,5.1,941.8,5.3,60
60,2019,4,2130,-2.4,4.4,941.7,5.2,61
60,2019,4,2200,-2.8,4.3,941.6,5.1,60
60,2019,4,2230,-3.8,4.3,941.8,4.7,56
60,2019,4,2300,-4,5.3,941.7,4.6,51
60,2019,4,2330,-3.9,4,941.5,4.6,57
60,2019,4,2359,-4.4,2.4,941.3,4.5,61
60,2019,5,0,-4.3,2.7,941.3,4.5,60
60,2019,5,30,-6.3,4.6,941.4,3.9,45
60,2019,5,100,-6.8,4.7,941.5,3.8,43
60,2019,5,130,-5.4,4,941.7,4.2,51
60,2019,5,200,-5.3,2.6,941.9,4.2,56
60,2019,5,230,-5.1,2.7,942.3,4.3,57
60,2019,5,300,-4.3,2.1,942.4,4.5,63
60,2019,5,330,-3.4,1.3,942.3,4.8,71
60,2019,5,400,-4,1.5,942.3,4.6,67
60,2019,5,430,-4.5,0.8,942.2,4.4,68
60,2019,5,500,-4.9,0.8,942.4,4.3,66
60,2019,5,530,-4.5,0,942.2,4.4,72
60,2019,5,600,-4.7,-0.2,942.4,4.3,72
60,2019,5,630,-3.9,0.7,942.6,4.6,71
60,2019,5,700,-4,0.6,942.7,4.6,71
60,2019,5,730,-4.2,0.7,942.7,4.5,70
60,2019,5,800,-4.8,1.4,943,4.3,64
60,2019,5,830,-4.5,3.2,943.4,4.5,57
60,2019,5,900,-4.4,6.1,943.7,4.5,47
60,2019,5,930,-1.9,6.3,943.9,5.4,56
60,2019,5,1000,-1.9,5.5,943.8,5.4,59
60,2019,5,1030,-3.2,5.8,943.8,4.9,53
60,2019,5,1100,-3.7,7.9,943.6,4.8,44
60,2019,5,1130,-3.1,9.7,943.4,5,41
60,2019,5,1200,-3.6,10.4,943.1,4.8,37
60,2019,5,1230,-2.9,11,942.7,5,38
60,2019,5,1259,-2.1,11.9,942.3,5.4,38
60,2019,5,1329,-2.5,12.6,942.2,5.2,35
60,2019,5,1359,-3.4,12.9,942.1,4.9,32
60,2019,5,1429,-2.5,13.6,942,5.2,33
60,2019,5,1459,-1.6,14.2,941.7,5.6,34
60,2019,5,1529,0.1,13.8,941.7,6.3,39
60,2019,5,1559,0.3,13.1,941.6,6.3,42
60,2019,5,1629,0.2,11,941.6,6.3,47
60,2019,5,1659,1,9.1,941.7,6.7,57
60,2019,5,1729,0.4,7.1,941.8,6.4,62
60,2019,5,1759,-0.1,6.2,941.8,6.2,64
60,2019,5,1829,-2.7,9.8,942,5.1,42
60,2019,5,1859,-4.9,7.3,942.1,4.3,42
60,2019,5,1929,-5.7,6.9,942.2,4.1,41
60,2019,5,1959,-5.5,6.5,942.3,4.1,42
60,2019,5,2029,-5.9,5.2,942.3,4,45
60,2019,5,2059,-5.8,6.6,942.4,4.1,41
60,2019,5,2129,-6.1,5.3,942.4,4,44
60,2019,5,2159,-8.3,6,942.3,3.4,35
60,2019,5,2229,-9.9,5.7,942.4,3,32
60,2019,5,2259,-11.5,6.8,942.1,2.6,26
60,2019,5,2329,-12,7.2,942,2.5,24
60,2019,5,2359,-11.1,4.5,941.8,2.7,32
60,2019,6,0,-11.5,4.4,941.8,2.6,31
60,2019,6,30,-11.2,5.4,941.6,2.7,29
60,2019,6,100,-11.5,5.7,941.6,2.6,28
60,2019,6,130,-11,5.1,941.5,2.7,31
60,2019,6,200,-11.2,4.1,941.7,2.7,32
60,2019,6,230,-11.6,5.3,941.7,2.6,29
60,2019,6,300,-12.5,5.5,941.6,2.4,26
60,2019,6,330,-11.8,4.3,941.2,2.6,30
60,2019,6,400,-11.9,4,940.8,2.5,31
60,2019,6,430,-12.3,3.8,940.5,2.5,30
60,2019,6,500,-11.5,4.6,940.2,2.6,30
60,2019,6,530,-13.1,4.6,940,2.3,27
60,2019,6,600,-13.6,4.9,940.1,2.2,25
60,2019,6,630,-14,5.2,940.2,2.2,24
60,2019,6,700,-12.4,3.7,940.3,2.5,30
60,2019,6,730,-14.3,5.4,940.3,2.1,23
60,2019,6,800,-13.4,4.1,940.5,2.3,27
60,2019,6,830,-9.5,6.3,940.7,3.1,32
60,2019,6,900,-8.4,5.7,941.1,3.3,36
60,2019,6,930,-7.2,8,941.2,3.7,34
60,2019,6,1000,-6.9,9.1,941.6,3.8,32
60,2019,6,1030,-5.2,10.2,941.6,4.3,34
60,2019,6,1100,-4.2,11.1,941.6,4.6,34
60,2019,6,1130,-4.2,12.7,941.1,4.6,31
60,2019,6,1200,-3.3,13.8,940.5,4.9,31
60,2019,6,1230,-8,15.6,940.1,3.5,19
60,2019,6,1300,-11.7,16.4,939.7,2.6,14
60,2019,6,1330,-0.7,15,939.5,5.9,34
60,2019,6,1400,-3,14,939.2,5,31
60,2019,6,1430,-2.5,14.8,939.1,5.2,30
60,2019,6,1500,-0.7,14.8,939.2,5.9,35
60,2019,6,1530,-1.9,15,938.9,5.4,31
60,2019,6,1600,-1.9,14.8,939,5.4,32
60,2019,6,1630,-1.8,12.5,939,5.5,37
60,2019,6,1700,-1.5,10.1,939.1,5.6,45
60,2019,6,1730,-2.8,7.9,939.4,5.1,47
60,2019,6,1800,-3,7.1,939.6,5,49
60,2019,6,1830,-3.2,6.5,939.6,4.9,50
60,2019,6,1900,-4.6,5.9,939.7,4.4,47
60,2019,6,1930,-5.2,6.6,939.8,4.3,43
60,2019,6,2000,-5.9,6.9,939.8,4,40
60,2019,6,2030,-8.6,5.9,939.9,3.3,35
60,2019,6,2100,-8.8,5.8,940,3.2,35
60,2019,6,2130,-9,4.9,940.1,3.2,36
60,2019,6,2200,-10.4,6.6,939.9,2.9,29
60,2019,6,2230,-10.3,5.5,939.7,2.9,31
60,2019,6,2300,-12.6,7,939.8,2.4,24
60,2019,6,2330,-13,6.8,939.8,2.3,23
60,2019,6,2359,-13.1,6.5,939.8,2.3,23
60,2019,7,0,-13.2,6.5,939.8,2.3,23
60,2019,7,30,-14.2,6.9,940,2.1,21
60,2019,7,100,-12.2,4.6,939.9,2.5,29
60,2019,7,130,-13.4,5.8,939.7,2.3,24
60,2019,7,200,-14.1,6.6,939.6,2.2,22
60,2019,7,230,-13.5,4.8,939.7,2.2,26
60,2019,7,300,-13.8,5.2,939.7,2.2,24
60,2019,7,330,-14.9,6.6,939.3,2,20
60,2019,7,359,-14.3,5.3,939.3,2.1,23
60,2019,7,429,-12.8,3.5,939.1,2.4,30
60,2019,7,459,-14.1,4.8,938.9,2.2,24
60,2019,7,529,-14,5,939,2.2,24
60,2019,7,559,-14.1,4.9,938.9,2.1,24
60,2019,7,629,-14.3,5.3,939,2.1,23
60,2019,7,659,-12.8,4.6,939.2,2.4,27
60,2019,7,729,-11.3,2.7,939.2,2.7,35
60,2019,7,759,-12.4,3.3,939.7,2.4,31
60,2019,7,829,-11.7,4.4,939.9,2.6,30
60,2019,7,859,-10.4,6.8,939.9,2.9,28
60,2019,7,929,-8.6,9.6,940,3.3,27
60,2019,7,959,-9.2,11.3,940.1,3.2,23
60,2019,7,1029,-9.4,13,940.1,3.1,20
60,2019,7,1059,-5.4,13.7,940.1,4.2,26
60,2019,7,1129,-5,14.5,939.7,4.3,26
60,2019,7,1159,-3.5,14.3,939.3,4.8,29
60,2019,7,1229,-6.4,15.1,938.7,3.9,22
60,2019,7,1259,-6.6,15.1,938.4,3.9,22
60,2019,7,1329,-7.7,16.1,938,3.6,19
60,2019,7,1359,-5.3,16.5,937.8,4.2,22
60,2019,7,1429,-10.9,17.1,937.8,2.8,14
60,2019,7,1459,-2.7,15.2,938,5.1,29
60,2019,7,1529,-3.4,13.5,938.4,4.9,31
60,2019,7,1559,-4.2,12.8,938.8,4.6,31
60,2019,7,1629,-4.5,12.4,938.9,4.5,31
60,2019,7,1659,-4.2,10.5,939,4.6,36
60,2019,7,1729,-3.6,8.4,939,4.8,43
60,2019,7,1759,-4.7,7.7,939.2,4.4,41
60,2019,7,1829,-5.6,6.8,939.3,4.1,41
60,2019,7,1859,-6.4,6.9,939.4,3.9,38
60,2019,7,1929,-6.2,6,939.5,3.9,42
60,2019,7,1959,-6.9,6.7,939.6,3.8,38
60,2019,7,2029,-7.3,6.4,940,3.6,37
60,2019,7,2059,-7.7,6.9,939.8,3.5,35
60,2019,7,2129,-7.7,6.2,940.1,3.5,37
60,2019,7,2159,-8.2,6.5,940.1,3.4,34
60,2019,7,2229,-7.5,5.2,940,3.6,40
60,2019,7,2259,-7.9,5.4,940.2,3.5,38
60,2019,7,2329,-8.1,5.7,940.1,3.4,37
60,2019,7,2359,-8.5,6.7,940,3.3,33
60,2019,8,0,-8.5,6.9,940,3.3,33
60,2019,8,30,-7.8,5,940.1,3.5,39
60,2019,8,100,-8,5.3,940,3.4,38
60,2019,8,130,-7.2,3.4,940,3.6,46
60,2019,8,200,-7.3,3.2,940.2,3.6,46
60,2019,8,230,-7.5,3.3,940.3,3.6,45
60,2019,8,300,-8,4.3,940.1,3.4,41
60,2019,8,330,-7.7,3.7,940,3.5,43
60,2019,8,400,-7.2,2.2,940,3.6,50
60,2019,8,430,-7.4,2.8,939.7,3.6,47
60,2019,8,500,-7.2,2.2,939.6,3.6,50
60,2019,8,530,-7.5,2.6,939.5,3.6,48
60,2019,8,600,-7.3,2.6,939.4,3.6,48
60,2019,8,630,-7.6,2.9,939.4,3.5,46
60,2019,8,700,-7.6,2.7,939.8,3.5,47
60,2019,8,730,-7.3,2.8,940.1,3.6,48
60,2019,8,800,-6.9,2.5,940.2,3.7,50
60,2019,8,830,-6.3,3.7,940.5,3.9,48
60,2019,8,900,-4.7,5.9,940.6,4.4,47
60,2019,8,930,-5.7,7.5,940.8,4.1,39
60,2019,8,1000,-7.2,8.7,941,3.7,32
60,2019,8,1030,-7.6,9.1,940.9,3.6,30
60,2019,8,1100,-7,10.2,940.6,3.7,29
60,2019,8,1130,-7.5,10.4,940.3,3.6,28
60,2019,8,1200,-6.4,11,939.7,3.9,29
60,2019,8,1230,-5.3,11.8,939.2,4.2,30
60,2019,8,1300,-4.7,12.2,938.7,4.4,31
60,2019,8,1330,-4.4,12.6,938.3,4.5,30
60,2019,8,1400,-4.5,13.2,938,4.5,29
60,2019,8,1430,-4.8,13.4,937.7,4.4,28
60,2019,8,1500,-4.8,14.2,937.7,4.4,27
60,2019,8,1530,-4.6,14.4,937.4,4.5,27
60,2019,8,1600,-4.6,14.2,937.3,4.5,27
60,2019,8,1630,-3,12.5,937.1,5,34
60,2019,8,1700,-2.1,10.4,937.1,5.3,42
60,2019,8,1730,-2.4,9.1,937.1,5.2,45
60,2019,8,1800,-2.1,7.9,937.1,5.3,49
60,2019,8,1830,-2.1,7.2,937.1,5.3,52
60,2019,8,1900,-2.3,6.3,937.3,5.3,54
60,2019,8,1930,-3.1,5.2,937.2,5,55
60,2019,8,2000,-5,7,937.4,4.3,42
60,2019,8,2030,-5.9,6.7,937.4,4,40
60,2019,8,2100,-8.9,10.5,937.3,3.2,25
60,2019,8,2130,-6.1,9.3,937.1,4,33
60,2019,8,2159,-4,6.8,936.9,4.6,46
60,2019,8,2229,-5.2,7.1,937,4.3,42
60,2019,8,2259,-4.3,6.6,936.8,4.5,46
60,2019,8,2329,-2.3,7.6,936.4,5.3,50
60,2019,8,2359,0.5,9.8,936.2,6.4,52
60,2019,9,0,0.6,10,936.2,6.4,52
60,2019,9,30,1.4,9.2,936,6.8,58
60,2019,9,100,2.2,10.2,935.7,7.2,58
60,2019,9,130,2.2,10.2,935.7,7.2,58
60,2019,9,200,2.5,9.9,935.5,7.4,60
60,2019,9,230,3.6,9.8,935.6,8,65
60,2019,9,300,3.7,10.8,935.2,8,61
60,2019,9,330,3.5,7.7,935,7.9,75
60,2019,9,400,3.3,7.4,934.7,7.8,75
60,2019,9,430,2.3,5.6,934.2,7.3,79
60,2019,9,500,2.3,6.2,934,7.3,76
60,2019,9,530,2.3,8,934,7.3,67
60,2019,9,600,3.7,11.2,933.8,8,60
60,2019,9,630,2.8,9.7,934.2,7.5,62
60,2019,9,700,1.6,7.6,934.4,6.9,66
60,2019,9,730,1.1,7.7,934.4,6.7,63
60,2019,9,800,1.8,7.4,934.4,7,68
60,2019,9,830,0,7.3,934.4,6.2,60
60,2019,9,900,1.5,8.7,934.8,6.9,61
60,2019,9,930,1.5,8.8,934.9,6.9,60
60,2019,9,1000,2.4,11.2,934.5,7.4,55
60,2019,9,1030,1.5,10.3,934.6,6.9,54
60,2019,9,1100,-0.1,12.1,934.2,6.2,43
60,2019,9,1130,1.4,11.8,933.7,6.9,49
60,2019,9,1200,-3.7,13.5,932.9,4.8,30
60,2019,9,1230,-3.5,13.8,932.3,4.8,30
60,2019,9,1300,-2.7,13.7,931.9,5.1,32
60,2019,9,1330,-1.1,13.2,931.3,5.8,37
60,2019,9,1400,-2.1,13.2,931,5.4,35
60,2019,9,1430,-0.8,13.2,931.1,5.9,38
60,2019,9,1500,0.4,11.9,931.1,6.4,45
60,2019,9,1530,0,11.7,931,6.2,45
60,2019,9,1600,0.1,11.3,930.9,6.2,46
60,2019,9,1631,0,10.5,930.6,6.2,48
60,2019,9,1701,0.4,9.6,930.5,6.4,53
60,2019,9,1730,0.8,9.3,930.4,6.6,55
60,2019,9,1800,0.8,8.8,930.3,6.5,57
60,2019,9,1830,0.8,8.6,930.4,6.5,58
60,2019,9,1900,1.3,8.4,930.4,6.8,61
60,2019,9,1930,0.3,8.2,930.3,6.3,58
60,2019,9,2000,-0.3,8,930.2,6.1,56
60,2019,9,2030,-2.6,8,930,5.2,47
60,2019,9,2100,-2.5,7.9,930.1,5.2,48
60,2019,9,2130,-2.3,7.9,929.9,5.3,49
60,2019,9,2200,-3.3,7.6,930,4.9,46
60,2019,9,2230,-3.3,7.6,930,4.9,46
60,2019,9,2300,-4.7,7.3,929.9,4.4,42
60,2019,9,2330,-7.6,7.7,930.4,3.6,33
60,2019,9,2359,-6.4,6.6,930.6,3.9,39
60,2019,10,0,-6.5,6.6,930.6,3.9,39
60,2019,10,30,-5.2,4.4,930.6,4.2,50
60,2019,10,100,-4.8,4,930.4,4.4,53
60,2019,10,130,-4.4,3.9,930.5,4.5,55
60,2019,10,200,-3.9,2,930.6,4.6,65
60,2019,10,230,-3,2.4,930.6,5,68
60,2019,10,300,-3,2.7,930.2,5,66
60,2019,10,330,-3.2,3.1,929.9,4.9,63
60,2019,10,400,-3.1,3.3,930,4.9,63
60,2019,10,430,-2.9,3.1,929.5,5,65
60,2019,10,500,-2.8,3.3,929.4,5,64
60,2019,10,530,-2.8,3.3,929.2,5,64
60,2019,10,600,-3,3,929,4.9,65
60,2019,10,630,-4.1,3.8,929.3,4.6,57
60,2019,10,700,-4.3,4.1,929.6,4.5,55
60,2019,10,730,-4.6,3.8,930,4.4,54
60,2019,10,800,-4.8,3.9,930.6,4.4,53
60,2019,10,830,-4.7,4.2,931.5,4.4,53
60,2019,10,900,-4.1,4.7,931.8,4.6,53
60,2019,10,930,-2.9,5.8,932.2,5,54
60,2019,10,1000,-3.6,5.7,932.2,4.8,51
60,2019,10,1030,-3.1,6.2,932.2,5,52
60,2019,10,1100,-3.4,6.2,932.1,4.8,50
60,2019,10,1130,-3.2,7.3,931.7,4.9,47
60,2019,10,1200,-3.6,7.8,931.5,4.8,45
60,2019,10,1230,-3.5,8,931.3,4.8,44
60,2019,10,1300,-3.4,8.7,931,4.9,43
60,2019,10,1330,-3.4,8.8,930.6,4.9,42
60,2019,10,1400,-3.2,8.5,930.6,4.9,44
60,2019,10,1430,-3,8.7,930.7,5,44
60,2019,10,1500,-3.6,8.8,931,4.8,42
60,2019,10,1530,-3.2,8.4,930.9,4.9,44
60,2019,10,1600,-3.9,7.4,931,4.7,45
60,2019,10,1630,-3.9,7.1,931.1,4.7,46
60,2019,10,1700,-4,6.4,931.2,4.6,48
60,2019,10,1730,-4.1,6,931.4,4.6,49
60,2019,10,1800,-4.4,4.7,931.5,4.5,52
60,2019,10,1830,-4.6,3.9,931.6,4.4,54
60,2019,10,1900,-4.9,3.4,931.6,4.3,55
60,2019,10,1930,-4.8,2.3,931.8,4.3,60
60,2019,10,2000,-6.2,3.7,931.9,3.9,49
60,2019,10,2030,-5.9,2.4,932.3,4,55
60,2019,10,2100,-5.7,1.4,932.6,4.1,59
60,2019,10,2130,-5.9,1.5,932.9,4,58
60,2019,10,2200,-5.8,0,933,4,65
60,2019,10,2230,-6,2.1,933.1,4,55
60,2019,10,2300,-6.7,2,933.2,3.8,53
60,2019,10,2330,-6.5,1.1,933.3,3.8,57
60,2019,10,2359,-6.2,0.3,933.5,3.9,62
60,2019,11,0,-6.2,0.5,933.5,3.9,61
60,2019,11,30,-6.5,-0.1,933.3,3.8,62
60,2019,11,100,-6.4,-0.3,933.3,3.8,64
60,2019,11,130,-6.7,-0.1,933.3,3.7,61
60,2019,11,200,-7.3,-0.3,933.3,3.6,59
60,2019,11,230,-7.8,-0.4,933.7,3.5,58
60,2019,11,300,-8.3,-0.1,933.7,3.3,54
60,2019,11,330,-8.8,-0.4,933.7,3.2,53
60,2019,11,400,-9.4,-0.6,933.6,3.1,52
60,2019,11,430,-9.5,-0.9,933.6,3,53
